,row_1991_data
Diarrheal_diseases,0.0013178003156540776
Lower_respiratory_infections,0.0007871183760312841
Nutritional_deficiencies,0.0006704486457189884
Neonatal_disorders,0.0006451043560446908
Protein_energy_malnutrition,0.0005649661775263548
Exposure_to_forces_of_nature,0.0005341802514517823
Tuberculosis,0.00040517969186751063
Drowning,0.0002115600446013202
Meningitis,0.0001300382931570161
Acute_hepatitis,7.315354232864739e-05
Maternal_disorders,6.307308070594006e-05
Malaria,4.3916764686306644e-05
Fire__heat__and_hot_substances,8.123060129942614e-06
Self_harm,8.097222611623404e-06
Poisonings,4.317130324943741e-06
Road_injuries_,2.497746629595999e-06
Environmental_heat_and_cold_exposure,4.812243851296117e-07
Chronic_respiratory_diseases,9.669258415244354e-08
Interpersonal_violence,-1.6006097045261125e-10
Conflict_and_terrorism,-9.382036531283436e-06
Alcohol_use_disorders,-1.4960069530761986e-05
Digestive_diseases,-1.6781045134684402e-05
Drug_use_disorders,-1.7476183577765314e-05
Cirrhosis_and_other_chronic_liver_diseases,-3.4221488797760266e-05
Parkinson_s_disease,-8.711454645168762e-05
Diabetes_mellitus,-0.0003297017893205173
Chronic_kidney_disease,-0.00033358795371891416
Cardiovascular_diseases,-0.00043774820747067254
Alzheimer_s_disease_and_other_dementias,-0.0004990762164016581
Neoplasms,-0.0006292890965449187
HIV_AIDS,-0.0024000926750690835
